序号	英文	中文
55580	mandarin	"n.官话,普通话,满清官吏,中国柑桔adj.官僚的,保守知识界的,(语言或文体)繁复而华美的,(中国式)紧身马褂的"
55581	mandarine	n.=mandarin
55582	mandatary	" 受托人,代理人"
55583	mandate	"n.(书面)命令,训令,要求,(前国际联盟的)委任托管权vt.委任统治"
55584	mandator	n.命令者
55585	mandatory	"adj.命令的,强制的,托管的"
55586	mande	n.&adj.=Mandingo
55587	mandean	n.&adj.=Mandaean
55588	mandeville	"曼德维尔(14世纪英国作家,著有<<约翰·曼德维尔爵士航海及旅行记>>,内容多取材于百科全书及他人的游记,关于他的种种传说,无从确证)"
55589	mandi	n.(印度的)大市场 大菜市 大集市
55590	mandible	"n.下颚,下颚骨"
55591	mandibular	adj.颚的
55592	mandinka	n.=Malinke
55593	mandioca	n.=manioc
55594	mandir	n.(印度教或耆那教的) 寺庙
55595	mandira	n.(印度教或耆那教的) 寺庙
55596	mandola	n.大型曼陀琳(琴)
55597	mandolin	n.[音]曼陀林(一种琵琶乐器)
55598	mandoline	n.(=mandotin)曼陀琳(琴)
55599	mandora	n.大型曼陀琳(琴)
55600	mandragora	"n.[植] 曼陀罗草,醉仙桃"
55601	mandrake	"n.[植]曼德拉草,曼德拉草根(旧时用作药物)"
55602	mandrax	"n.[药]镇静片(商品名,为安眠酮与盐酸苯海拉明的合剂)"
55603	mandrel	n.[机]心轴
55604	mandril	"n.[机]心轴,紧轴,[冶]芯棒,顶杆"
55605	mandrill	n.[动]山魈(西非洲产的大狒狒)
55606	manducate	vt.<罕> 咀嚼 吃
55607	mandy	n.<口> =Mandrax
55608	mane	n.鬃毛
55609	maneating	"adj.食人的,凶悍的"
55610	maneb	n.[化]代森锰(用作杀真菌剂)
55611	manege	"n.驯马术,马术练习场"
55612	manent	vi.(他们)留在台上(用作舞台指示语)
55613	manes	"n.灵,灵魂"
55614	manet	vi.(他或她)留在台上(用作舞台指示语)
55615	maneuver	v.机动n.机动
55616	maneuverability	"n.可操作性,机动性"
55617	maneuverable	"adj.容易操作的,有机动性的"
55618	manful	adj.勇敢的
55619	manfully	"adv.男子气概地,雄伟地"
55620	mangabey	n.[动]白眉猴(产于非洲)
55621	mangalore	 芒格洛尔[印度西南部港市]
55622	manganate	n.[化]锰酸盐
55623	manganese	n. [化]锰(元素符号为Mn)
55624	manganic	"adj.锰的,得自锰的"
55625	manganiferous	adj.含锰的
55626	manganin	"n.[冶]锰镍铜合金,锰铜"
55627	manganous	adj.[化](亚)锰的 二价锰的
55628	mange	"n.[兽医]兽疥癣,家畜疥"
55629	manger	"n.马槽,牛槽,[船]挡水板"
55630	mangey	adj.=mangy
55631	mangily	"adv.生满疥癣地,污秽地"
55632	manginess	"n.生满疥癣,污秽"
55633	mangle	"vt.乱砍,撕裂,破坏,毁损,损坏,轧布n.(洗衣用的)轧干机,熨平机"
55634	mango	n.[植]芒果
55635	mangonel	"n.投石机,军用射石机"
55636	mangosteen	"n.[植]莽吉柿,倒捻子(原产于东南亚,水果)"
55637	mangostin	n.[化]倒捻子素
55638	mangrove	n.[植]红树林
55639	mangy	"adj.(兽)疥癣的,污秽的"
55640	manhandle	"vt.人工推动,粗暴地对付"
55641	manhattan	n.曼哈顿岛(美国纽约一区)
55642	manhattanite	n.(美国纽约市)曼哈顿区人
55643	manhattanization	"n.(城市的)曼哈顿化,(市区)高楼密集化"
55644	manhattanize	"vt.使曼哈顿化,使(城市等)高楼密集"
55645	manhelper	n.(用于往远处涂漆的)漆刷加长杆
55646	manhole	"n.(锅炉,下水道供人出入检修用的)人孔,检修孔"
55647	manhood	n.成年
55648	manhunt	"n.(对逃犯等的)搜捕,追捕"
55649	mania	"n.[医]颠狂,狂躁,癖好,狂热"
55650	maniac	"adj.发狂的,癫狂的,疯狂的n.[医]燥狂(症)者,疯子,一种高速电子数字计"
55651	maniacal	"adj.发狂的,狂乱的"
55652	manic	adj.[医]狂躁的n.噪狂者
55653	manichaeus	 即 Mani
55654	manichean	"n.摩尼教adj.摩尼教的,摩尼教徒的"
55655	manichee	n.摩尼教徒(宗教或哲学上的)二元论者
55656	manicheism	n.摩尼教(3世纪由摩尼创始于波斯的二元宗教)
55657	manicotti	 [单复同]n.[烹](中间塞乳酪的)番茄沙司烙通心粉
55658	manicou	n.[动]鼠鼹
55659	manicure	n.修指甲v.修剪
55660	manicurist	n.指甲修饰师
55661	manifdder	复印(复写)机
55662	manifer	n.(中古比武时握马缰的左手戴的)护手铠甲
55663	manifest	"n.载货单,旅客名单adj.显然的,明白的vi.出现vt.表明,证明"
55664	manifestant	n.示威运动的参加(或发起)者
55665	manifestation	"n.显示,表现,示威运动"
55666	manifestative	"adj.显然的,明白的"
55667	manifestly	adv.明白地
55668	manifesto	"n.宣言,声明"
55669	manifold	"n.复印本,多种adj.多种形式的,有许多部分的,多方面的vt.复写,繁殖,增多"
55670	maniform	adj.手形的
55671	manikin	"n.侏儒,人体模型,时装模特"
55672	manila	n.马尼拉(菲律宾首都)
55673	manilla	"n.吕宋纸,吕宋麻"
55674	manille	n.=manilla
55675	maninke	n.=Malinke
55676	manioc	"n.[植]树薯,树薯粉"
55677	maniple	"n.饰带,小队"
55678	manipulable	"adj.可以操作的,可操纵自如的"
55679	manipulate	"vt.(熟练地)操作,使用(机器等),操纵(人或市价、市场),利用,应付,假造vt.(熟练地)操作,巧妙地处理"
55680	manipulation	"n.处理,操作,操纵,被操纵"
55681	manipulative	"adj.操作的,操纵的,控制的"
55682	manipulator	"n.操作者,操纵者,操纵器"
55683	manipulatory	adj.=manipulative
55684	manipur	" 曼尼普尔区[印度一中央直辖区](在印度东北部,原为邦)"
55685	manito	"n.(阿尔冈昆印地安人崇拜的)大神,神灵,超自然力,具有超自然力的事物"
55686	manitoba	 马尼托巴湖[加拿大中南部]
55687	manitou	n.(北美土人的)神灵
55688	manitu	n.=manitou
55689	manizales	 马尼萨莱斯[哥伦比亚西部城市]
55690	manjak	n.硬化沥青(用作绝缘材料等)
55691	mankey	adj.=manky
55692	mankind	"n.人类,男性,男子"
55693	manlike	"adj.男人似的,有男子气质的"
55694	manliness	n.刚毅
55695	manly	"adj.男子气概的,果断的,雄赳赳adv.雄赳赳地"
55696	mann	" Act 曼恩法案(1910年6月美国国会通过的一项法案,禁止州与州之间贩运妇女)"
55697	manna	"n.吗哪(<<圣经>>故事所述,古以色列人经过荒野所得的天赐食物),精神食粮,天赐,甘露"
55698	mannan	n.[生化]甘露聚糖
55699	mannar	 Gulf of 马纳尔湾(在印度半岛南端和岛国斯里兰卡之间)
55700	manned	"adj.有人驾驶的,有人操纵的"
55701	mannequin	"n.服装模特儿,人体模型"
55702	manner	"n.礼貌,风格,方式,样式,习惯"
55703	mannered	"adj.守规矩的,矫饰的"
55704	mannerism	"n.(言语、写作中的)特殊习惯,怪癖"
55705	mannerist	n.矫揉造作者
55706	mannerless	adj.无礼貌的
55707	mannerly	adj.有礼貌的
55708	manners	n.礼貌
55709	mannheim	 曼海姆[德意志联邦共和国西南部城市]
55710	mannikin	"n.矮人,侏儒"
55711	manning	n.(工厂等的)人员配备 (列车、轮船或飞机等的)全体乘务员(或工作人员)
55712	mannish	"adj.男子似的,成人似的"
55713	mannite	n.=mannitol
55714	mannitol	n.[生化]甘露醇
55715	mannose	n.[生化]甘露糖
55716	mano	n.<美方>(墨西哥人、印第安人等磨谷物手磨的)上磨石
55717	manoeuver	"n.作战行动,大演习"
55718	manoeuvrable	adj.可调动的 机动的 操纵灵活的
55719	manoeuvre	"n.[亦作maneuvre] 策略,调动v.用策略,调动,演习,(敏捷地)操纵"
55720	manoir	"n.(法国)地主宅邸,地主庄园 (法国)乡间别墅"
55721	manoletina	n.马诺来特斗牛法(指西班牙著名斗牛士Manolete的诱牛动作)
55722	manometer	n.压力计
55723	manometric	"adj.压力计的,用压力计测量的"
55724	manometry	"n.压力测量法,测压法"
55725	manor	"n.(封建领主的)领地,庄园"
55726	manorial	adj.庄园的
55727	manorialize	vt.置...于庄园制度下
55728	manostat	n.[物]稳压器
55729	manpack	adj.单人可携带的
55730	manpower	n.人力
55731	manrope	n.[船]舷梯扶索 扶手绳 安全索
55732	mansard	"n.双重斜坡的屋顶,有双重斜坡屋顶的房屋"
55733	manse	n.牧师住宅
55734	manservant	"n.仆役,男仆"
55735	manshift	n.一人工作量
55736	mansion	"n.大厦,官邸,公寓(用复数,用于专有名词中)"
55737	manslaughter	"n.杀人,一般杀人罪"
55738	manslayer	" 杀人者,[律]过失杀人者,非故意杀人者"
55739	manslaying	n.&adj.杀人(的)
55740	manstealing	"n.诱拐,绑架"
55741	manstopper	n.用以杀伤冲锋士兵的枪弹 大威力枪弹
55742	manstopping	adj.用以杀伤冲锋士兵的 大威力的
55743	mansuetude	"n.温顺,柔和"
55744	manta	"n.女用披巾,外套"
55745	manteau	"n.披风,斗蓬"
55746	mantel	n.壁炉架
55747	mantelet	n.小斗蓬
55748	mantelletta	n.(天主教红衣主教等所穿长及膝部的)无袖法衣
55749	mantelpiece	"n.壁炉架,壁炉的前饰"
55750	mantelshelf	n.壁炉架
55751	manteltree	n.壁炉过梁
55752	mantes	 mantis的复数
55753	mantic	"adj.预言的,预言性的"
55754	manticore	n.(传说中的) 人头狮身龙尾(或蝎尾) 怪兽
55755	mantid	n.&adj.[昆]螳螂(的)
55756	mantilla	"n.连披肩之头纱,女用小披风"
55757	mantis	n.[昆]螳螂
55758	mantissa	n.[数]尾数
55759	mantle	"n.斗蓬,覆盖物,壁炉架v.披风,覆盖"
55760	mantlerock	"n.[地]土被,风化层"
55761	mantlet	"n.[军]活动掩体,移动掩蔽物"
55762	mantoux	 test[医]曼托试验(或译芒图试验;一种测定结核菌素敏感性的皮内试验)
55763	mantova	 <意>=Mantua
55764	mantua	n.女用外套
55765	mantuan	"adj.(意大利北部城市)曼图亚的 n.曼图亚人,曼图亚居民"
55766	manu	"n.摩奴(印度神话中的人类祖先,古印度<<摩奴法典>>的制订者)"
55767	manual	"n.手册,指南adj.手的,手动的,手工的,体力的,手册(性质)的,[律]实际占有的"
55768	manually	adv.用手
55769	manucode	n.[鸟]辉风鸟
55770	manuduction	"n.指引,引导"
55771	manueline	adj.[建]曼奴埃尔式的(葡萄牙国王曼奴埃尔一世统治时期的一种建筑式样)
55772	manufactory	"n.制造厂,工厂"
55773	manufacture	"vt.制造,加工n.制造,制造业,产品"
55774	manufacturer	"n.制造业者,厂商"
55775	manufacturing	n.制造业adj.制造业的
55776	manuka	"n.[植]麦卢卡树(一种桃金娘科树,产于澳洲)"
55777	manumission	n.解放
55778	manumit	"vt.解放,释放"
55779	manure	n.肥料v.施肥于
55780	manus	"n.手,上肢,丈夫对妻子的权威"
55781	manuscript	"n.手稿,原稿"
55782	manutius	即 Aldus Manutius
55783	manward	"adj.<古>针对人的 adv.向着人,以涉及人的方式"
55784	manwards	adv.=manward
55785	manway	n.[矿](煤矿等内的)人行巷道
55786	manwise	"adv.人一般地,像人一样地"
55787	manx	"adj.马恩岛的,马恩岛人的n.马恩岛人,马恩岛语,[动]马恩岛猫(一种无尾家猫)"
55788	manxman	"n.马恩岛人,马恩岛男子"
55789	manxwoman	n.马恩岛女人(或女居民)
55790	many	"n.多数,群众adj.许多的 pron.许多人,许多"
55791	manyat	"n.(非洲南部用篱笆围起来的) 村庄,村塞"
55792	manyatta	"n.(非洲南部用篱笆围起来的) 村庄,村塞"
55793	manyfold	"adv.以许多倍,成倍地,大量地 adj.=manifold"
55794	manyplies	 [动] (=omasum)重瓣胃(反刍动物的第三个胃)
55795	manzanita	n.石兰科常绿灌木
55796	manzello	n.[音]曼泽洛管(一种类似最高音萨克管的乐器)
55797	mao	 monoamine oxidase n.毛式服装(指人民装) adj.毛式服装的
55798	maoist	"n.毛泽东主义者 adj.毛泽东的,毛(泽东)主义的"
55799	maoize	vt.使毛泽东主义化
55800	maori	"n.(新西兰的)毛利人,毛利语adj.毛利人的,毛利语的"
55801	maoridom	"n.(新西兰的)毛利人社会,毛利人文化"
55802	maoriland	n.毛利兰(新西兰土著对新西兰的称呼)
55803	maorilander	"n.生于新西兰的白人,新西兰人(或居民)"
55804	maoriness	n.n.(新西兰的)毛利人文化和风俗习惯 (=Maoritanga)
55805	maoritanga	n.(新西兰的)毛利人文化和风俗习惯
55806	map	"n.地图,图v.绘制地图 [计]由LINK工具生成的一种文本文件,其中包含有被连接的程序的某些信息,例如程序中的组信息和公共符号信息等"
55807	mapai	n.&adj.以色列工人党(的)
55808	mapam	n.&adj.以色列统一工人党(的)
55809	mapi	"Messaging Application Programming Interface,通信应用程序编程接口"
55810	maple	"n.[植]枫,枫木,淡棕色"
55811	mapmaker	n.=cartographer
55812	mapmaking	n.=cartography
55813	mappable	"adj.可用(地)图表示的,可在(地)图上标示的"
55814	mapped	"vbl.映射,绘制...之地图,计划"
55815	mapper	n.制图人
55816	mappery	n.地图绘制
55817	mapping	" vbl.映射,绘制...之地图,计划,贴图处理"
55818	mappist	n.=mapmaker
55819	maquette	n.初步设计的模型(或草图)
55820	maqui	"n.[植]智利酒果(其纤维可做乐器的弦线,果实可制药酒)"
55821	maquillage	"n.化妆品,美容品"
55822	maquis	"n.地中海沿岸的灌木地带,法国反纳粹游击队员"
55823	maquisard	n.法国反纳粹游击队员
55824	mar	"v.弄坏,毁坏,损害n.损伤,毁损,障碍n.(Mar) 三月(=March)"
55825	mara	"n.[动]巴塔哥尼亚野兔(豚鼠的一个种,产于南美洲)"
55826	marabou	"n.鹳,鹳毛"
55827	marabout	n.北非伊斯兰教隐士(或修士)
55828	marabunta	n.[昆]圭亚那黄蜂
55829	maraca	"n.[音]沙球(一种打击乐器),<美俚>女人的奶子"
55830	maracaibo	 马拉开波湾(即委内瑞拉湾 ;马拉开波湖[委内瑞拉西北部]
55831	maracay	 马拉凯[委内瑞拉北部城市]
55832	maracca	n.=maraca
55833	maradi	 马腊迪[尼日尔南部城市]
55834	marage	vt.[冶]使(金属等)受马氏体时效处理
55835	marampa	 马兰帕[塞拉利昂中西部城市]
55836	maranatha	"n.[宗](对上帝的)祈祷语(原意为""主来吧!"")"
55837	maranta	n.[植]竹竽
55838	marantic	adj.=marasmic
55839	marasca	n.[植]欧洲酸樱桃(野生樱桃之一种)
55840	maraschino	n.黑樱桃酒
55841	marasmic	adj.衰弱的
55842	marasmoid	adj.(进行性)消瘦样的
55843	marasmus	"n.消瘦,衰弱"
55844	maratha	n.(印度中、西部的)马拉地人
55845	marathi	n.马拉地语(属印欧语系印度语族) adj.(印度)马哈拉施特拉邦(人)的 马拉地语的
55846	marathon	"n.[体]马拉松赛跑(全长42,1954米),耐力的考验"
55847	marathonian	"adj.(希腊的)马拉松平原的,马拉松的,马拉松战役的n.马拉松人"
55848	maraud	"v.n.劫掠,掠夺,袭击"
55849	marauder	n.掠夺者
55850	maravedi	"n.西班牙金币,铜币"
55851	marble	"n.大理石,(玩具)弹球.石弹子,雕刻品;adj.大理石的,冷酷无情的,坚硬的"
55852	marblehearted	"adj.冷酷无情的,铁石心肠的"
55853	marbleize	"v.作成大理石状,使有大理石花纹"
55854	marbly	"adj.大理石般的,大理石般的,冷酷的"
55855	marburg	" disease[医]马尔堡病,青猴病"
55856	marc	"n.(水果,种子等经压榨后的)榨渣"
55857	marcan	"adj.(基督教四福音书作者之一) 马可的,<<马可福音>>的"
55858	marcando	adv.&adj.=marcato
55859	marcasite	n.[矿]白铁矿
55860	marcato	"adj.&adv.[音]加强的(地) 突出的(地),清晰的(地)"
55861	marcel	n.烫发v.烫发
55862	marcella	n.玛塞勒(f.) n.[纺]凹凸纹细布
55863	marcelle	n.玛塞尔(Marcella的异体)(f.)
55864	marcescent	adj.雕存的n.带雕存部分的植物
55865	march	"n.行军,步伐,进行曲vi.进军,前进vt.使行军,使行进n.(March)三月(略作Mar)"
55866	marchesa	 <意>n.女侯爵;侯爵夫人
55867	marchese	 <意>n.侯爵
55868	marcheshvan	 <希伯来>n.=Heshvan
55869	marchioness	"n.侯爵夫人,女侯爵"
55870	marchland	n.<罕>=borderland
55871	marchman	n.边境居民
55872	marchpane	n.(=margipan)碎杏仁制成的饼
55873	marcia	n.玛西娅(f.)
55874	marcionism	n.[基督教]马西昂派
55875	marcobrunner	n.莱茵河流域产的白葡萄酒
55876	marconi	n.无线电报vi.打无线电报
55877	marconigram	n.无线电报
55878	marconigraph	n.(马可尼式)无线电报机
55879	marcot	"n.压条枝,压条新植株"
55880	marcottage	n.[农]空中压条法(一种培植树木的方法)
55881	marcus	n.马库斯(m.)
55882	marcusian	"adj.马尔库塞的,马尔库塞观点(或理论)的 n.马尔库塞观点(或理论)的信奉者"
55883	marduk	"n.马杜克(古代巴比伦人的主神,原为巴比伦的太阳神)"
55884	mare	"n.母马,母驴,月球或火星等表面阴暗区"
55885	maremma	n.近海岸沼泽地
55886	marengo	"adj.[用于名词后][烹]马伦戈式的,油炸后加西红柿和蘑菇(以及大蒜、葡萄酒等)一起炖的"
55887	mareogram	n.潮汐曲线
55888	mareograph	n.(记录潮汐的)自动记潮仪
55889	marezzo	n.人造大理石
55890	marg	n.<英口> =margarine
55891	margaret	n.女子名
55892	margaric	adj.珍珠的 珍珠般的
55893	margarin	n.(=margarine)人造奶油
55894	margarine	n.人造黄油
55895	margarita	n.玛格丽塔(Margaret的异体)(f.)
55896	margaritaceous	adj.像珠母层的 像珍珠的
55897	margaritic	adj.=margaric
55898	margaux	n.玛尔戈红葡萄酒(产于法国波尔多市附近的玛尔戈村一带)
55899	margay	"n.[动]虎猫(产于中、南美洲,形似豹猫而较小)"
55900	marge	"n.边,缘"
55901	margent	n.旁注
55902	margery	n.女子名
55903	margin	"n.页边的空白,(湖、池等的)边缘,极限,利润,差数,(时间、金额等的)富余vt.加边于,加旁注于"
55904	marginal	"adj.记在页边的,边缘的,边际的"
55905	marginalia	"n.pl.旁注,次要的东西"
55906	marginalist	adj.边际主义的
55907	marginalize	"vt.使处于社会边缘,使脱离社会发展进程 忽视,排斥"
55908	marginate	adj.有边缘的
55909	margot	n.玛戈特(Margaret 的昵称)(f.)
55910	margravate	n.=margraviate
55911	margrave	n.[史]边疆伯爵
55912	margravine	n.[史]边疆伯爵夫人
55913	marguerite	n.[植]雏菊
55914	marhawk	n.拙劣的猎鹰训练员
55915	mari	n.<美俚> =marijuana
55916	marial	adj.圣母马利亚的 对圣母马利亚特别虔诚的
55917	marian	 圣母玛利亚的
55918	mariana	n.马里亚纳群岛(位于西太平洋)
55919	marianao	 马里亚瑙[古巴西北部城市](首都哈瓦那的卫星城市)
55920	marianist	n.(天主教) 巴黎圣母会成员
55921	marianne	"n.玛丽安(法兰西共和国或其政府的绰号,因以女性为其化身,故名)"
55922	maribor	 马里博尔[南斯拉夫西北部城市]
55923	maricon	n.<美俚>同性恋男子
55924	mariculture	n.海洋生物养殖
55925	marietta	n.玛丽埃塔(Maria的昵称)(f.)
55926	marigold	"n.[植]万寿菊,金盏草"
55927	marigraph	n.=mareograph
55928	marijuana	"n.[植]大麻n.[植]大麻,大麻干叶和花"
55929	marimba	n.[音]木琴
55930	marina	"n.散步道,码头"
55931	marinade	n.腌泡汁vt.腌泡
55932	marinate	vt.(做色拉时将肉鱼等在调味汁中)浸泡
55933	marine	"n.舰队,水兵,海运业adj.海的,海产的,航海的,船舶的,海运的"
55934	mariner	n.水手
55935	marinera	 <西>n.马利内勒舞(一种南美洲民间舞蹈)
55936	marinescape	"n.海景,海上风光"
